Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,5.875000,5.875000,5.875000,0.470000,4.382504,35389440000
2000-01-04,5.550000,5.550000,5.550000,0.444000,4.140069,28861440000
2000-01-05,5.494000,5.494000,5.494000,0.439520,4.098294,43033600000
2000-01-06,5.475000,5.475000,5.475000,0.438000,4.084122,34055680000
2000-01-07,5.500000,5.500000,5.500000,0.440000,4.102769,20912640000
2000-01-10,5.613000,5.613000,5.613000,0.449040,4.187064,19563520000
2000-01-11,5.475000,5.475000,5.475000,0.438000,4.084122,23987200000
2000-01-12,5.483000,5.483000,5.483000,0.438640,4.090089,23301120000
2000-01-13,5.325000,5.325000,5.325000,0.426000,3.972227,26383360000
2000-01-14,5.400000,5.400000,5.400000,0.432000,4.028173,16657920000
2000-01-17,5.338000,5.338000,5.338000,0.427040,3.981925,16573440000
2000-01-18,5.363000,5.363000,5.363000,0.429040,4.000574,17925120000
2000-01-19,5.325000,5.325000,5.325000,0.426000,3.972227,38883840000
2000-01-20,5.313000,5.313000,5.313000,0.425040,3.963277,26268160000
2000-01-21,5.200000,5.200000,5.200000,0.416000,3.878982,17512960000
2000-01-24,5.163000,5.163000,5.163000,0.413040,3.851382,18385920000
2000-01-25,5.163000,5.163000,5.163000,0.413040,3.851382,0
2000-01-26,5.225000,5.225000,5.225000,0.418000,3.897632,25917440000
2000-01-27,5.188000,5.188000,5.188000,0.415040,3.870031,38379520000
2000-01-28,5.188000,5.188000,5.188000,0.415040,3.870031,17894400000
2000-01-31,5.101000,5.101000,5.101000,0.408080,3.805132,32266240000
2000-02-01,5.200000,5.200000,5.200000,0.416000,3.878982,23672320000
2000-02-02,5.300000,5.300000,5.300000,0.424000,3.953579,14272000000
2000-02-03,5.450000,5.450000,5.450000,0.436000,4.065473,25950720000
2000-02-04,5.588000,5.588000,5.588000,0.447040,4.168413,21199360000
2000-02-07,5.625000,5.625000,5.625000,0.450000,4.196014,20613120000
2000-02-08,5.750000,5.750000,5.750000,0.460000,4.289259,31498240000
2000-02-09,5.625000,5.625000,5.625000,0.450000,4.196014,15600640000
2000-02-10,5.463000,5.463000,5.463000,0.437040,4.075169,18600960000
2000-02-11,5.288000,5.288000,5.288000,0.423040,3.944627,25297920000
2000-02-14,5.213000,5.213000,5.213000,0.417040,3.888681,10119680000
2000-02-15,5.313000,5.313000,5.313000,0.425040,3.963277,33546240000
2000-02-16,5.738000,5.738000,5.738000,0.459040,4.280308,73564160000
2000-02-17,5.688000,5.688000,5.688000,0.455040,4.243011,21411840000
2000-02-18,5.563000,5.563000,5.563000,0.445040,4.149766,22484480000
2000-02-21,5.550000,5.550000,5.550000,0.444000,4.140069,18700800000
2000-02-22,5.525000,5.525000,5.525000,0.442000,4.121420,22474240000
2000-02-23,5.563000,5.563000,5.563000,0.445040,4.149766,20334080000
2000-02-24,5.713000,5.713000,5.713000,0.457040,4.261659,32931840000
2000-02-25,5.863000,5.863000,5.863000,0.469040,4.373552,36958720000
2000-02-28,5.750000,5.750000,5.750000,0.460000,4.289259,11596800000
2000-02-29,5.775000,5.775000,5.775000,0.462000,4.307909,24322560000
2000-03-01,5.875000,5.875000,5.875000,0.470000,4.382504,23828480000
2000-03-02,5.838000,5.838000,5.838000,0.467040,4.354904,24053760000
2000-03-03,6.038000,6.038000,6.038000,0.483040,4.504097,13217280000
2000-03-06,6.038000,6.038000,6.038000,0.483040,4.504097,0
2000-03-07,6.038000,6.038000,6.038000,0.483040,4.504097,0
2000-03-08,6.181000,6.181000,6.181000,0.494480,4.610767,8337920000
2000-03-09,6.399000,6.399000,6.399000,0.511920,4.773386,21578240000
2000-03-10,6.213000,6.213000,6.213000,0.497040,4.634637,14763520000
2000-03-13,6.213000,6.213000,6.213000,0.497040,4.634637,0
2000-03-14,5.813000,5.813000,5.813000,0.465040,4.336256,28421120000
2000-03-15,5.888000,5.888000,5.888000,0.471040,4.392202,25216000000
2000-03-16,5.925000,5.925000,5.925000,0.474000,4.419803,23298560000
2000-03-17,5.863000,5.863000,5.863000,0.469040,4.373552,18447360000
2000-03-20,5.688000,5.688000,5.688000,0.455040,4.243011,16012800000
2000-03-21,5.800000,5.800000,5.800000,0.464000,4.326559,25492480000
2000-03-22,5.814000,5.814000,5.814000,0.465120,4.337001,25113600000
2000-03-23,5.813000,5.813000,5.813000,0.465040,4.336256,26447360000
2000-03-24,5.813000,5.813000,5.813000,0.465040,4.336256,15249920000
2000-03-27,6.250000,6.250000,6.250000,0.500000,4.662239,22727680000
2000-03-28,5.988000,5.988000,5.988000,0.479040,4.466797,16906240000
2000-03-29,5.963000,5.963000,5.963000,0.477040,4.448148,21788160000
2000-03-30,5.825000,5.825000,5.825000,0.466000,4.345205,16432640000
2000-03-31,5.900000,5.900000,5.900000,0.472000,4.401154,20659200000
2000-04-03,5.850000,5.850000,5.850000,0.468000,4.363855,18083840000
2000-04-04,5.819000,5.819000,5.819000,0.465520,4.340732,33208320000
2000-04-05,6.063000,6.063000,6.063000,0.485040,4.522746,40258560000
2000-04-06,6.150000,6.150000,6.150000,0.492000,4.587643,24975360000
2000-04-07,6.188000,6.188000,6.188000,0.495040,4.615990,19161600000
2000-04-10,6.050000,6.050000,6.050000,0.484000,4.513048,13194240000
2000-04-11,5.900000,5.900000,5.900000,0.472000,4.401154,21875200000
2000-04-12,6.037000,6.037000,6.037000,0.482960,4.503350,45626880000
2000-04-13,5.900000,5.900000,5.900000,0.472000,4.401154,40263680000
2000-04-14,5.900000,5.900000,5.900000,0.472000,4.401154,0
2000-04-17,5.250000,5.250000,5.250000,0.420000,3.916281,66396160000
2000-04-18,5.413000,5.413000,5.413000,0.433040,4.037872,50900480000
2000-04-19,5.088000,5.088000,5.088000,0.407040,3.795435,38799360000
2000-04-20,5.100000,5.100000,5.100000,0.408000,3.804387,17896960000
2000-04-21,5.100000,5.100000,5.100000,0.408000,3.804387,0
2000-04-24,5.000000,5.000000,5.000000,0.400000,3.729790,20638720000
2000-04-25,5.450000,5.450000,5.450000,0.436000,4.065473,38284800000
2000-04-26,5.369000,5.369000,5.369000,0.429520,4.005050,22627840000
2000-04-27,5.375000,5.375000,5.375000,0.430000,4.009525,43991040000
2000-04-28,5.376000,5.376000,5.376000,0.430080,4.010270,25940480000
2000-05-01,5.376000,5.376000,5.376000,0.430080,4.010270,0
2000-05-02,5.506000,5.506000,5.506000,0.440480,4.107246,19975680000
2000-05-03,5.488000,5.488000,5.488000,0.439040,4.093819,20416000000
2000-05-04,5.475000,5.475000,5.475000,0.438000,4.084122,21488640000
2000-05-05,5.488000,5.488000,5.488000,0.439040,4.093819,17635840000
2000-05-08,5.494000,5.494000,5.494000,0.439520,4.098294,17551360000
2000-05-09,5.499000,5.499000,5.499000,0.439920,4.102025,26621440000
2000-05-10,5.400000,5.400000,5.400000,0.432000,4.028173,26841600000
2000-05-11,5.312000,5.312000,5.312000,0.424960,3.962529,36037120000
2000-05-12,5.306000,5.306000,5.306000,0.424480,3.958054,26560000000
2000-05-15,5.400000,5.400000,5.400000,0.432000,4.028173,13186560000
2000-05-16,5.575000,5.575000,5.575000,0.446000,4.158716,27993600000
2000-05-17,5.513000,5.513000,5.513000,0.441040,4.112467,12966400000
2000-05-18,5.538000,5.538000,5.538000,0.443040,4.131116,23644160000
2000-05-19,5.413000,5.413000,5.413000,0.433040,4.037872,23654400000
2000-05-22,5.256000,5.256000,5.256000,0.420480,3.920756,20034560000
2000-05-23,5.325000,5.325000,5.325000,0.426000,3.972227,24501760000
2000-05-24,5.238000,5.238000,5.238000,0.419040,3.907330,38970880000
2000-05-25,5.313000,5.313000,5.313000,0.425040,3.963277,38474240000
2000-05-26,5.251000,5.251000,5.251000,0.420080,3.917026,26065920000
2000-05-29,5.300000,5.300000,5.300000,0.424000,3.953579,11112960000
2000-05-30,5.316000,5.316000,5.316000,0.425280,3.965514,23626240000
2000-05-31,5.238000,5.238000,5.238000,0.419040,3.907330,26045440000
2000-06-01,5.500000,5.500000,5.500000,0.440000,4.102769,27148800000
2000-06-02,5.813000,5.813000,5.813000,0.465040,4.336256,51576320000
2000-06-05,5.790000,5.790000,5.790000,0.463200,4.319098,22650880000
2000-06-06,5.790000,5.790000,5.790000,0.463200,4.319098,0
2000-06-07,6.244000,6.244000,6.244000,0.499520,4.657763,23697920000
2000-06-08,6.276000,6.276000,6.276000,0.502080,4.681633,28997120000
2000-06-09,6.275000,6.275000,6.275000,0.502000,4.680887,10813440000
2000-06-12,6.238000,6.238000,6.238000,0.499040,4.653287,6832640000
2000-06-13,6.232000,6.232000,6.232000,0.498560,4.648811,21562880000
2000-06-14,6.163000,6.163000,6.163000,0.493040,4.597340,27604480000
2000-06-15,6.168000,6.168000,6.168000,0.493440,4.601070,21391360000
2000-06-16,6.288000,6.288000,6.288000,0.503040,4.690586,36892160000
2000-06-19,6.325000,6.325000,6.325000,0.506000,4.718186,68078080000
2000-06-20,6.363000,6.363000,6.363000,0.509040,4.746532,17233920000
2000-06-21,6.438000,6.438000,6.438000,51.504002,4.802479,38213120000
2000-06-22,6.438000,6.438000,6.438000,51.504002,4.802479,0
2000-06-23,6.438750,6.438750,6.438750,51.509998,4.803038,28073600
2000-06-26,6.562500,6.562500,6.562500,52.500000,4.895351,23228800
