Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,10977.500000,10977.500000,10327.000000,38.221455,7197.099609,1172482
2000-01-04,10706.400391,10706.400391,9974.599609,36.307545,6836.708984,1311940
2000-01-05,10164.299805,10164.299805,9757.759766,36.504833,6873.858398,1664644
2000-01-06,9896.000000,10297.099609,9839.080078,36.988224,6964.881348,1970124
2000-01-07,10164.299805,10462.500000,10083.000000,37.096695,6985.306641,1373184
2000-01-10,10462.500000,10462.500000,9866.179688,36.406189,6855.284180,1589381
2000-01-11,10001.700195,10028.799805,9378.290039,34.432983,6483.729492,3105713
2000-01-12,9473.160156,9730.660156,9134.349609,33.841011,6372.261230,1435534
2000-01-13,9622.240234,10028.799805,9486.709961,34.679626,6530.172363,4633112
2000-01-14,9703.549805,10028.799805,9622.240234,36.504833,6873.858398,3222296
2000-01-17,10186.000000,10218.500000,9811.969727,36.208900,6818.134766,786205
2000-01-18,9893.290039,9947.500000,9703.549805,36.208900,6818.134766,1969386
2000-01-19,9852.629883,10023.400391,9676.450195,35.814255,6743.823242,1062907
2000-01-20,9839.080078,9920.389648,9568.030273,34.837494,6559.898926,1276522
2000-01-21,9757.759766,9961.049805,9351.190430,34.038330,6409.417969,1028228
2000-01-24,9486.709961,9486.709961,9242.769531,33.791649,6362.967285,965139
2000-01-25,9283.419922,9283.419922,9283.419922,33.791649,6362.967285,0
2000-01-26,9269.870117,9269.870117,8971.719727,33.535141,6314.665527,1125996
2000-01-27,9215.660156,9351.190430,8866.009766,32.558384,6130.742676,843759
2000-01-28,8944.610352,9025.929688,8565.150391,31.522438,5935.673340,710204
2000-01-31,8646.459961,8646.459961,8294.099609,30.190521,5684.874512,1111238
2000-02-01,8673.570313,8727.780273,8266.990234,30.881142,5814.917480,1521127
2000-02-02,8538.040039,8727.780273,8402.519531,30.585171,5759.186035,559308
2000-02-03,8673.570313,8809.089844,8185.680176,30.377983,5720.173828,3453989
2000-02-04,8592.250000,8673.570313,8307.650391,30.289169,5703.449707,8303667
2000-02-07,8402.519531,8592.250000,8104.359863,31.226471,5879.942871,13891958
2000-02-08,8670.849609,9161.450195,8646.459961,32.657055,6149.323242,13153715
2000-02-09,9028.639648,9107.240234,8836.190430,32.558384,6130.742676,7221206
2000-02-10,9020.509766,9324.080078,8890.400391,33.446358,6297.948242,4192232
2000-02-11,9218.370117,9459.610352,8809.089844,32.252544,6073.153809,2428713
2000-02-14,9080.139648,9269.870117,8405.230469,31.177151,5870.656250,1489768
2000-02-15,8754.879883,8754.879883,8266.990234,31.088329,5853.931641,2166030
2000-02-16,8670.849609,8781.980469,8483.830078,31.078466,5852.074707,2982118
2000-02-17,8673.570313,8809.089844,8510.940430,30.979822,5833.499512,1242211
2000-02-18,8510.940430,8510.940430,8294.099609,30.585171,5759.186035,2816834
2000-02-21,8321.200195,8592.250000,8212.780273,31.078466,5852.074707,1887851
2000-02-22,8670.849609,8673.570313,8321.200195,30.466764,5736.890625,1973813
